722026 HOMESTEAD AFB          FL  -5  N25 29  W080 23     5  1012
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  7  6014 K4  1130  4416 K6  1731  2657 K4   373 11116 17855  7.2  6.3  4.82  0.23  31.33  23.87  27.20  28.47  82     0   287  2.2
  8  5735 K4  1313  4457 K6  1826  2374 K4   316 10591 17263  6.8  6.1  4.69  0.22  31.14  24.05  27.36  28.64  81     0   287  3.0
  9  5438 K4  1020  4857 K6  1669  2042 K4   342  9620 16554  7.3  6.4  5.04  0.18  31.17  24.53  27.59  29.07  82     0   286  2.5
 10  4560 K4  1138  4667 K6  2108  1695 K4   457  8278 15826  5.1  4.4  3.43  0.14  28.29  20.81  24.27  26.03  78     0   193  3.9
 11  3978 K4  1107  4965 K6  2273  1343 K4   306  6966 15185  5.5  5.3  2.82  0.10  26.50  17.00  21.68  23.76  78     5   107  3.2
 12  3290 K4  1012  4059 K6  2349  1296 K4   360  6310 14880  6.6  5.9  2.75  0.08  23.72  15.52  19.61  21.36  80    34    74  3.9
 13  5268 K4  1081  5185 K6   757  1905 K4   554  9138 16520  5.8  5.2  3.38  0.15  27.73  19.75  23.63  25.30  79    91  2075  3.4
 2001
  1  4193 K4   753  6312 K6  1775  1008 K4   348  6722 15146  4.7  4.5  1.98  0.07  22.06  10.35  16.00  18.89  70    93    28  3.3
  2  4980 K4   724  6158 K6  1685  1468 K4   424  7925 15802  5.2  4.8  2.70  0.08  26.08  18.84  22.31  23.99  73     2   117  3.8
  3  5852 K4   877  6408 K6  1928  1794 K4   531  9333 16558  5.2  4.9  2.69  0.11  26.58  16.90  21.66  23.76  71     9   115  3.4
  4  6379 K4  1323  5926 K6  2350  2165 K4   571 10471 17282  5.2  4.8  2.76  0.15  27.03  19.58  23.35  24.87  67     0   149  4.6
  5  6029 K4  1670  4631 K6  2554  2549 K4   555 11087 17845  7.3  6.5  3.54  0.19  27.74  20.84  24.26  25.47  72     0   185  4.5
  6  6248 K4  1317  4948 K6  1835  2437 K4   328 11269 18083  7.0  6.2  4.36  0.21  31.07  23.80  27.25  28.40  76     0   273  3.1
  7  6017 K4  1455  4555 K6  2198  2518 K4   416 11117 17857  7.2  6.2  4.73  0.23  30.97  23.47  27.34  28.55  77     0   276  2.9
  8  5733 K4  1664  4593 K6  2087  2212 K4   363 10593 17267  7.0  6.3  4.91  0.22  31.34  24.61  28.04  29.24  78     0   299  2.7
  9  4709 K4  1710  3950 K6  2538  2018 K4   341  9626 16555  7.4  6.2  4.91  0.19  30.24  23.67  26.64  27.94  85     0   259  2.7
 10  4378 K4  1316  4092 K6  2446  1821 K4   379  8285 15824  7.5  6.4  4.13  0.14  28.81  23.00  25.68  26.94  81     0   235  4.3
 11  4074 K4   770  5023 K6  1754  1375 K4   347  6972 15184  5.4  4.6  2.84  0.11  26.50  19.30  22.54  24.16  80     0   137  3.6
 12  3547 K4   882  4713 K6  2138  1223 K4   345  6310 14876  5.8  5.2  2.91  0.08  25.97  19.16  22.22  23.98  81     8   139  3.4
 13  5178 K4   978  5109 K6   867  1882 K4   522  9143 16523  6.2  5.6  3.54  0.15  27.86  20.29  23.94  25.52  76   113  2212  3.5
 2002
  1  4003 K4   877  5704 K6  2206  1171 K4   447  6715 15140  4.8  4.6  2.63  0.07  24.90  16.14  20.25  22.49  83    32   100  3.2
  2  4263 K4  1299  4733 K6  2648  1593 K4   473  7912 15794  6.8  6.4  3.02  0.08  24.89  16.39  20.49  22.22  80    10    75  3.3
  3  5631 K4  1499  6002 K6  2450  1748 K4   340  9321 16548  5.3  5.2  2.97  0.11  26.90  19.58  23.24  24.71  80     2   155  4.0
  4  7046 K4   678  7055 K6  1332  1918 K4   402 10462 17268  4.9  4.7  3.17  0.15  28.43  21.62  24.88  26.42  73     0   201  4.1
  5  6575 K4  1512  5650 K6  2156  2343 K4   384 11083 17838  6.0  5.4  3.59  0.19  29.36  23.35  26.23  27.33  77     0   249  4.3
  6  4711 K4  1820  2742 K6  2210  2566 K4   447 11268 18082  8.6  7.1  4.96  0.21  29.60  23.52  26.43  27.36  86     0   247  2.9
  7  5681 K4  1473  4094 K6  2021  2540 K4   247 11120 17861  7.0  6.0  4.86  0.23  30.84  24.35  27.38  28.38  83     0   287  2.5
  8  5991 K4  1146  4824 K6  1825  2329 K4   285 10600 17274  6.8  6.0  4.84  0.22  31.49  24.41  27.74  29.06  81     0   298  2.8
  9  5129 K4  1220  4256 K6  2089  2193 K4   392  9637 16563  7.2  6.4  5.19  0.19  30.77  25.08  27.74  28.93  83     0   288  3.2
 10  5097 K4   846  5699 K6  1586  1606 K4   404  8298 15830  4.7  4.3  4.27  0.14  30.00  23.13  26.44  28.17  83     0   255  2.8
 11  4016 K4   963  4951 K6  2101  1358 K4   328  6982 15189  5.2  5.0  3.17  0.11  26.80  17.78  22.12  24.08  80     6   125  3.1
 12  3548 K4   705  4635 K6  2124  1267 K4   388  6312 14878  5.9  5.4  2.93  0.08  25.62  16.13  20.84  22.97  81    18    97  3.4
 13  5141 K4  1087  5029 K6  1101  1886 K4   500  9142 16522  6.1  5.5  3.80  0.15  28.30  20.96  24.48  26.01  81    69  2377  3.3
 2003
  1  3959 K4   947  5706 K6  2450  1099 K4   450  6707 15136  5.1  4.9  2.13  0.07  22.42  10.74  16.26  19.28  76    73    19  3.3
